,Title,Link,Genre,Developer,Publisher,Release_JP,EU release,NA release,Plots
2124,The Granstream Saga,/wiki/The_Granstream_Saga,The Granstream Saga,Shade,SCEI,"November 6, 1997","February 26, 1999","June 30, 1998"," consists of top-down RPG exploration and storytelling. When the player character is confronted or ambushed by an enemy, the camera angle shifts to a 45 degree angle, and combat begins. Combat consists of real-time one-on-one battles. In real-time combat, the player utilizes several weapons and abilities, such as swords, daggers, axes, warhammers, and various spells. When not in combat, they spend a very large time exploring, gaining new weapons and armor, and conversing with the many characters of the different continents.   The game takes place after a short animated sequence where Eon and Valos cut a section of land off of Shilf. After discovering a young boy has disappeared, Valos performs locating magic to find the boy in an ancient cemetery. The spirit of the Wise Man speaks to Eon here, and asks him to find and help his daughter, Arcia, to use the Orb and recite the lifting verse to raise the land. Together they make it a goal to raise the other continents as well, and set off on a journey.  "
2125,Grid Runner,/wiki/Grid_Runner,Grid Runner,Radical Entertainment,Virgin Interactive,Unreleased,Unreleased,"October 15, 1996"," Grid Runner is a top-down game similar to tag. The object of the game is to capture a set amount of flags scattered around the playfield by touching them. Upon starting the game, two players must race to find the first flag. The first player to get to this flag will capture it, indicated by the flag changing to that player's color. The other player is marked as ""it"" and must then hunt down the other player, ""tagging"" them and making them ""it"" instead. Only the player not marked as ""it"" may capture flags. Flags which one player has already captured can be recaptured by the other player.  The map is in a grid, featuring numerous types of tiles allowing the player to speed up in one direction, teleport or allow further pathways to appear. Each player is armed with a laser gun that can slow the opponent down, and each player may build ""bridges"" to overcome gaps. The players may also use magic found on the map to slow down their opponent, teleport or speed up. Shields and time for the bonus stages are also collectible.  In single-player mode, each level is split into three rounds against an opponent, which the player must win in order to succeed. Opponents often come with certain abilities, such as better control on ice, or being able to build two ""bridges"" at once. After each level there is a bonus level in which more magic can be obtained.   The protagonist Axxel and his partner Tara, a pair of freelance space adventurers, are sent on a mission to the Gridonion Asteroid Field, a path between Earth and the Nether-Planets, to find out why ships have been mysteriously disappearing. While investigating a seemingly deserted alien ship in the asteroid field, Axxel is captured by an evil witch, Empress Vorga, who then forces Axxel to play a deadly game competing against her demonic minions. If the player manages to beat all of the 14 monsters, Axxel fights Vorga herself. If he wins, the witch is destroyed and Axxel escapes just before the ship explodes.  "
2127,The Grinch,/wiki/The_Grinch_(video_game),The Grinch,Artificial Mind and Movement,Konami,Unreleased,"December 8, 2000","October 26, 2000"," As the Grinch, the player can jump, ground pound, and use his smelly breath to guide his way through various obstacles in the game. As the game progresses different gadgets are unlocked which are used to complete different tasks. Various characters from the book and film appear as well, usually as an obstacle for the Grinch to bypass.   The Grinch stares down at Whoville through his telescope from Mount Crumpit, planning to take the Whos' presents using his gadgets. He goes in his cave, and looks through his blueprints deciding which gadget to make first. However, the Grinch accidentally falls off his mountain of boxes and his blueprints fly away down to Whoville and various parts of Wholand. The Grinch visits Whoville, the Whoforest, Whoville Municipal Dump, and Wholake, destroying Christmas presents, playing pranks on the Whos and recovering pieces of his blueprints in the process so he can steal Christmas.  "
2128,Grind Session,/wiki/Grind_Session,Grind Session,Shaba Games,SCEA,Unreleased,"August 25, 2000","May 23, 2000"," Grind Session features six professional skaters and nine hidden characters. The player also has the ability to choose between four custom skaters, and edit their tricks and names.  "
2129,Growlanser,/wiki/Growlanser,Growlanser,Career Soft,Atlus,"November 25, 1999",Unreleased,Unreleased,Games  
2130,Grudge Warriors,/wiki/Grudge_Warriors,Grudge Warriors,Take-Two Interactive,Tempest Software,Unreleased,Unreleased,"May 3, 2000"," Grudge Warriors places the player in control of one of eleven special armored cars. Each one is equipped with five types of weaponry. Four of the weapons are similar on all the cars; the fifth weapon is unique to the vehicle. In single-player, the objective for each mission is to destroy enemy tanks, gun emplacements, vehicles, and generators; there are always eight at each base which must be destroyed. In addition, players can collect tokens as an optional objective; these tokens allow for upgrades and boost the player's score. Some generators can only be reached by solving puzzles; for example, toggling switches which lower otherwise-impenetrable shields surrounding a generator. Every player vehicle features both armor and health; powerups which replenish both can be found scattered throughout the maps. In addition, the player has only a finite amount of ammunition for each weapon. When the player's health is reduced to zero, the game is over and the mission must be restarted.  In addition to the campaign, Grudge Warriors supports two-player splitscreen combat on one of seven multiplayer maps. Unlike the single-player, there are no objectives other than destroying the opponents' vehicle, and no other turrets or enemies besides the other player.   Grudge Warriors occurs in a future Earth, where nations and governments have been replaced with rival thugs and gangs. These gangs not only stage raids and assaults on their enemies, but also run ""Death Rings"", where the most powerful gangs have duels between their highly armored vehicles. There are a total of eleven gangs, who each occupy different parts of the world, operating from strongholds.  Players assume the role of an upstart gang member who is attempting to defeat his rivals. Players are allowed to begin the mission by selecting a gang and car; the player then proceeds to play through the campaign using that vehicle. Each mission starts with the player being dropped off at an enemy base, then fighting through defenses to destroy the team's generators. If the player defeats all ten rival gangs, he or she will be invited to fight ""the Crime Lord"", head of the Death Rings.  "
2134,Guardian's Crusade,/wiki/Guardian%27s_Crusade,Guardian's Crusade,Tamsoft,Tamsoft,"September 23, 1998","March 29, 1999","March 1, 1999"," The young man Knight lives with his fairy friend Nehani in the town of Orgo. The Mayor of Orgo gives Knight a task of taking a letter to the nearby town of San Claria. During his return journey, Knight is gifted the creature named Baby in a blinding flash of light. A mysterious voice tells the boy to take this Baby to the God's Tower, his home. Knight takes the creature to the mayor who tells him to dispose of it in a local cave. Later, Knight has remorse for abandoning the infant, and decides to rescue him and deliver him to God's Tower. After a harrowing escape from monsters in the cave, the trio head out toward God's Tower. They eventually meet a man named Darkbeat, and his sister Ibkee. Ibkee has been cursed by a man named Karmine, and Darkbeat has been seeking him for vengeance.  Furthering their adventure with a water-bug named Chester, the group eventually meets a knight named Kalkanor, his sorceress companion Ramal  and a mysterious wizard, Gwinladin. Kalkanor believes he is on a divine mission to defeat several evil monsters, he and Knight cross paths many times assisting one another. Knight also meets the mysterious Artemia Cult, who revel in manipulating the populace. Eventually, the group arrives at God's Tower, where they encounter a man named Karmine. Karmine is revealed to be the leader of the Artemia Cult, and is planning to resurrect the evil god Xizan. Kalkanor arrives, and Gwinladin reveals he has been working for Karmine the whole time. Karmine had manipulated Kalkanor into killing the Divine Beasts to weaken the seal on Xizan. Karmine betrays Gwinladin and transforms him into a dragon before beginning his ascent of the tower. Kalkanor is not strong enough to defeat it, thus it falls to Knight. After the battle, Kalkanor asks Knight to face Karmine and save the world. Knight and Baby begin to climb the tower. Upon arriving at the top, they meet Karmine as well as Darkbeat and Ibkee. Karmine had just finished killing the final beast, Baby's mother. Darkbeat attempts to fight Karmine, but he is too powerful. Karmine faces off against Knight, intent on killing Baby and summoning Xizan. Killing Baby, Karmine receives a crystal and summons Xizan. Knight battles Karmine and wins. Celestia, Baby's mother revives Baby and the God's Tower begins to collapse. Baby has Knight ride him and Baby begins to fly from the Tower. In a flash of light the group is blown off course.  Awakening in Picard, the group meet Darkbeat and Ibkee again. They are told of a legendary warrior who will do battle with Xizan. Knight is given the location of several pieces of legendary armor. Upon retrieval, Knight is told that he is the legendary hero, and he faces off against Darwin the ancient legendary hero. Upon his victory Knight is blessed with the legendary armor and the power to defeat Xizan.  The group head for the final confrontation. However they are accosted by Karmine once again. However he is distracted by Darkbeat, who successfully seeks his vengeance.  Xizan towers over the group, but after a fierce battle, Baby begins to reseal Xizan. However, Xizan uses a powerful attack that severely weakens the group. Nehani confesses her love for Knight before sacrificing herself to weaken Xizan. Attacking his weakened form, the duo are able to defeat Xizan. Afterwards, Nehani has been revived as a normal person. She and Knight settle down in Orgo with Baby. The game ends with a sepia tone picture of the three of them, happy.   From a technical standpoint and in terms of its contribution to the development of the RPG genre, Guardian's Crusade is noteworthy for several reasons.  First, the game featured a seamless graphical transition between the overworld, towns, and flight, which all utilized the same graphical engine and scale. Many other RPGs before and since have relied on miniature, less detailed representations of towns when a player is exploring the overworld (e.g. the  Final Fantasy games on the original PlayStation) or flying (e.g. Dragon Quest VIII). This feature helped to make the Guardian's Crusade world more immersive and is an impressive accomplishment given the technical limitations of the PlayStation console.  Second, the game implemented a system that allowed players to choose whether or not to engage in battles. Enemies on the overworld and in dungeons were represented by different sized ghosts which would wander the landscape and chase after the player, but could be avoided through speed or stealth. Large aggressive pink ghosts represented enemy monsters with higher levels than the player. Enemies at a lower level were represented by smaller white ghosts that would actually flee from the player. This mechanic provided a visual indicator of how powerful the player character was becoming.  Finally, the game incorporated a virtual pet.  "
2135,Gubble,/wiki/Gubble,Gubble,Mad Duck Productions,"Mad Duck Productions, Midas Interactive Entertainment","September 17, 1998","April 12, 2001","June 15, 2002"," Gubble is composed of 10 cities (functioning as worlds); across these are various levels known as ""Zymbots"", which are usually maze-like in appearance. They are each filled with several enemies and tools. In the PC version of the game, each zymbot is named the same as that of the city plus an additional letter added to the end. For example, the game's first zymbot, which is in a city named ""Rennigar"", is called Rennigara, while the seventh is called Rennigarp. These zymbots may include bonus levels within them, such as minigames or ""special zymbots"", which are generally more difficult.   "
2136,Guilty Gear,/wiki/Guilty_Gear_(video_game),Guilty Gear,Arc System Works,Atlus,"May 14, 1998",May 2000,"November 12, 1998"," After selecting one of the ten characters available from outset, the player must defeat the enemy in battle by winning two out of three rounds. It uses a six-button layout: four of which are responsible for the attacks—one punch, one kick, and two for weapon attacks—with the other two used for special actions. Guilty Gear also features instant kill techniques that, if successfully landed on an opponent, ends the match.  It uses a tension gauge, which fills up when the character lands a hit or takes damage. When the gauge is full, characters become stronger, and can input certain commands to activate special moves called Chaos Attacks. The game has a feature called Chaos Mode that is activated when a character's health is at the half-way point (yellow bar). A red aura will surround the character and they are able to perform unlimited Chaos Attacks.  It features three modes: ""Arcade Mode"", a single-player mode culminating in battles with the bosses and the only one that reveals character's reasoning for fighting; ""Versus Mode"", which gives the opportunity to play against another player; and ""Training Mode"", which allows players to practice freely. The game's settings allow the player to select the duration of the round, but do not allow them to change the number of rounds in a fight, nor the difficulty in the single-player mode.  "
2137,Guitar Freaks,/wiki/GuitarFreaks_and_DrumMania,Guitar Freaks,Konami,Konami,"July 29, 1999",Unreleased,Unreleased," The interface is similar to other games in the Bemani series. Two note scrolls—one for each player—are displayed at the left and right sides of the screen. Colorful animations for each song are displayed in the center of the screen. Each note scroll consists of four columns: one each for the red, green, and blue buttons, and a fourth column, known as the Wailing Bonus column. Individual notes and chords are represented by small colored bars that scroll upward in the columns. To play the correct note, the player must hold down the buttons corresponding to the colored bars, and move the fret lever when the bars reach the yellow fretting line. When a guitar icon is displayed in the Wailing Bonus column along with an associated note, the player can tilt the guitar upright while playing the note to receive bonus points.  The player's accuracy is judged for each note played. The current system uses the names Perfect, Great, Good, OK, and Miss to indicate a player's accuracy. Ratings of Miss will deplete the player's Groove Gauge, while Perfect, Great and Good ratings will replenish it. If the Groove Gauge is emptied completely, the player fails, and the game ends. Players are allowed to play anywhere from one to five songs depending on the game cabinet's configuration, with the ability to earn additional songs in certain versions of the game. Furthermore, if ""fast/slow"" (advanced judge) is enabled, then there will be additional indicator of judge (Just/Fast/Slow/Miss). Just Perfects are called ""X-Perfect""s (rainbow color) while Fast/Slow Perfects are regular Perfects (yellow color).  Upon successful completion of a song, players are graded on their performance. When the game ends, the player's total score across all songs played is tabulated.  DrumMania simulates real life drumming. It is played using a controller designed to imitate a drum set. Five pads are arrayed from left to right for the hi-hat, snare drum, high tom, low tom, cymbal and bass drum. On XG series, a left cymbal, left pedal and a floor tom are added. During play, the player presses the pads and steps on the pedal in sync with the notes falling vertically from the top of the screen in time with the music.  DrumMania uses a modified Yamaha DTXPRESS electronic drumkit. This drumkit is used for players for gameplay and navigating through select screens. Navigating can also be done by pressing Select and Start button on the right side of the machine. On home releases, a drum controller made by KONAMI can be used, although rather than separating each buttons on their own pads, home controllers place the pads on a single place, more resembling a palette. PlayStation 2 DUALSHOCK Controllers may also be used.  "
2138,Guitar Freaks Append 2nd Mix,/wiki/GuitarFreaks_and_DrumMania,Guitar Freaks Append 2nd Mix,Konami,Konami,"February 24, 2000",Unreleased,Unreleased," The interface is similar to other games in the Bemani series. Two note scrolls—one for each player—are displayed at the left and right sides of the screen. Colorful animations for each song are displayed in the center of the screen. Each note scroll consists of four columns: one each for the red, green, and blue buttons, and a fourth column, known as the Wailing Bonus column. Individual notes and chords are represented by small colored bars that scroll upward in the columns. To play the correct note, the player must hold down the buttons corresponding to the colored bars, and move the fret lever when the bars reach the yellow fretting line. When a guitar icon is displayed in the Wailing Bonus column along with an associated note, the player can tilt the guitar upright while playing the note to receive bonus points.  The player's accuracy is judged for each note played. The current system uses the names Perfect, Great, Good, OK, and Miss to indicate a player's accuracy. Ratings of Miss will deplete the player's Groove Gauge, while Perfect, Great and Good ratings will replenish it. If the Groove Gauge is emptied completely, the player fails, and the game ends. Players are allowed to play anywhere from one to five songs depending on the game cabinet's configuration, with the ability to earn additional songs in certain versions of the game. Furthermore, if ""fast/slow"" (advanced judge) is enabled, then there will be additional indicator of judge (Just/Fast/Slow/Miss). Just Perfects are called ""X-Perfect""s (rainbow color) while Fast/Slow Perfects are regular Perfects (yellow color).  Upon successful completion of a song, players are graded on their performance. When the game ends, the player's total score across all songs played is tabulated.  DrumMania simulates real life drumming. It is played using a controller designed to imitate a drum set. Five pads are arrayed from left to right for the hi-hat, snare drum, high tom, low tom, cymbal and bass drum. On XG series, a left cymbal, left pedal and a floor tom are added. During play, the player presses the pads and steps on the pedal in sync with the notes falling vertically from the top of the screen in time with the music.  DrumMania uses a modified Yamaha DTXPRESS electronic drumkit. This drumkit is used for players for gameplay and navigating through select screens. Navigating can also be done by pressing Select and Start button on the right side of the machine. On home releases, a drum controller made by KONAMI can be used, although rather than separating each buttons on their own pads, home controllers place the pads on a single place, more resembling a palette. PlayStation 2 DUALSHOCK Controllers may also be used.  "
2147,Gunpey,/wiki/Gunpey,Gunpey,TOSE,Bandai,"December 16, 1999",Unreleased,Unreleased," Gunpey features a 5×10 cell grid and line fragments spread across it varying from shapes such as caret (∧), inverted caret (∨), left slash (＼), and right slash (／). The player controls a cursor that can be moved around the playing field. The cursor only ability is to flip vertical adjacent cells, allowing the player to move line fragments or switch them with another segment. The goal of the game is to piece the broken lines together to form a connected line that connects horizontally from one end to the other. After a line is completed, the line will temporarily flash and disappear. The player can connect additional branching segments while it's flashing to achieve a combo bonus. A bonus is also awarded when all of the line segments are cleared from the playing field.  Games  "
2148,Gunship,/wiki/Gunship_2000,Gunship,MicroProse,MicroProse,Unreleased,June 1996,"July 3, 1996"," Gunship 2000 utilised roughly the same format as most of the other MicroProse flight simulators of the time: the player had a profile, chose their combat theatre, and either performed single missions or a campaign. The primary similarity was the randomly generated 'primary-secondary' mission types where the player was given a primary mission (destroy a target / pickup or drop off troops or cargo / recon an objective) and a less valuable secondary objective that included the same kind of tasks as a primary. The campaign strung these missions together in a 'tug-of-war' system. Victories advanced the player's side towards victory and harder missions, defeat went the other way (though the missions sometimes got harder too).  Initially the player flies a lone helicopter to complete missions, choosing between AH-1 Cobra, AH-64 Apache, OH-58D Kiowa Warrior, MD 530MG and UH-60 Blackhawk. As the player's rank increased, the RAH-66 Comanche and the AH-64B Apache Longbow were unlocked (the 'B' designation is due to the game being designed before the Longbow Apache was in service as the 'D' model). Using less powerful helicopters resulted in a higher mission score, though this had to be balanced with the likelihood of having enough fuel/weapons to complete the mission. Realistic tactics such as nap-of-the-earth flight and 'pop-up' attacks can be employed on account of the reasonably detailed terrain.  Planning is often an important part of the game: fuel consumption is unrealistically high (to adjust for a limited game world), and the player can rarely lift off with full fuel and the best weapons loaded. Terrain and enemy presence are also to be considered (the intel briefing may often tell the player what to expect near targets). Usually a Forward Arming Refuel Point (FARP) is present in the mission. This is important, as the player may have to refuel or rearm during the course of the mission depending on the density of enemy and distance to objectives.  On promotion to the rank of 2nd Lieutenant, the player may gain control of several other helicopter wingmen whose helicopters can also be configured to the same extent as the player's. Wingmen can remain with the player or be sent off for separate tasks (such as completing the secondary objective), so a great deal of flexibility is present for tactical planning.  The terrain modelling is much more advanced than in the original Gunship, with desert wadis and twisting ridgelines being well represented (this is very important for simulating helicopter combat, as cover using terrain is one of the primary tactics). The game has two primary theatres: the Middle East and Europe. Terrain was designed separately for each theatre; for instance, desert really was desert, and not just European farmland painted brown. Visuals in other areas were about on par for the private flight simulator technology at the time (the later PlayStation version of the game features much better graphics, including full textures on all 3D objects). Enemy forces include infantry, vehicles, tanks, anti-aircraft gun and missile systems, and airplanes. Other game objects included moving trains, civilian buildings, and even animals.  "
2155,HardBall 5,/wiki/HardBall_5,HardBall 5,SPS,SPS,"December 13, 1996",Unreleased,"April 15, 1996"," HardBall 5 is a baseball game with completely adjustable statistics. All MLB teams are featured, although the team logos are absent and replaced with fictional ones.  A special league featuring historic teams of the past is also available.  "
2156,Hard Boiled,/wiki/Hard_Boiled,Hard Boiled,Cryo Interactive,"Cryo Interactive, Sieg","July 30, 1998",October 1997,Unreleased," In a Hong Kong teahouse, Royal Hong Kong Police inspectors ""Tequila"" Yuen and Benny Mak surveil a group of gun smugglers while they are making a deal. After an ambush from a rival gang, a fierce gun battle breaks out; the gangsters are defeated, but several police officers are badly wounded and Benny is killed. As revenge, Tequila executes the gangster who killed Benny rather than arrest him. He is reprimanded by the infuriated Chief Superintendent Pang, who needed the executed gangster as a key witness. After a police funeral, Pang burns the personnel file of another smuggler Tequila killed, revealing him to be an undercover cop.  Meanwhile, Alan, an assassin under the employ of Triad boss ""Uncle"" Hoi, murders one of his subordinates who had double-crossed their clan for a rival syndicate led by upstart Johnny Wong. Wong, who is looking to usurp the old Triad bosses through his control of the illicit arms trade, is impressed by Alan's skill and attempts to recruit him. Alan reluctantly accepts the offer, and Wong brings Alan to a raid on Hoi's warehouse, where many of Hoi's men are killed.  Hoi is eventually cornered, and allows Alan to kill him in exchange for the safety of his men. After Alan shoots him, he kills the rest of his men regardless. Tequila then comes out from hiding and attacks all of Wong's men, but Alan spares Tequila's life in the chaos. Tequila confronts Pang, demanding to know if Alan is an undercover cop. Pang refuses to say, but reveals to Tequila one of the smugglers he killed in the teahouse incident was an undercover cop, warning him again to stay away from the case. Tequila tracks Alan down to his sailboat to learn his true identity, but the two are ambushed by the remnants of Hoi's gang.  Tequila and Alan manage to kill their attackers just before Wong arrives, allowing Alan to keep his cover. Wong realizes that one of his lieutenants, Foxy, is a police informant. Foxy is beaten at the docks by Wong's henchman Mad Dog in front of Alan and Wong. Alan then shoots Foxy in the chest, although a cigar lighter he placed in his chest pocket earlier prevents the shot from being lethal. Foxy finds Tequila at a jazz bar and informs him that Wong's armory is hidden in a vault beneath a nearby hospital. As Tequila takes Foxy to the hospital, Wong discovers that Foxy is alive and sends Alan to kill him, then discreetly sends Mad Dog to monitor Alan. At the hospital, Alan confronts Tequila, demanding to know the whereabouts of the vault. While the two are distracted, Foxy is killed by Mad Dog.  Alan and Tequila discover a hidden passage in the hospital leading to Wong's vault where they get into a gunfight with Mad Dog. As more police and gangsters arrive, Wong has several patients taken hostage. Mad Dog requests the hostages be released, but Wong refuses. After fighting their way to the main lobby, Alan and Tequila manage to save the hostages; Pang evacuates the lobby while officer Teresa Chang goes to the maternity ward to evacuate the babies. As Alan and Tequila continue fighting through the hospital, Alan mistakenly kills a police officer and is overwhelmed with guilt. Tequila shares with Alan that he unknowingly killed a cop in the Tea House Incident, and encourages him to fight on. The duo eventually confront Mad Dog once again. While Tequila leaves to assist Chang with the babies, Alan and Mad Dog get into a tense shootout, before finding themselves in a standoff amidst several patients and staff. They offer the group safe passage, but Wong shoots at the group in a bid to kill Alan. Angered, Mad Dog turns on Wong, but finds himself out of ammo. Wong kills Mad Dog while Alan escapes.  Tequila manages to meet up with Alan, and the two are confronted by Wong, who sets off bombs within the building. Alan refuses to escape, choosing to pursue Wong, while Tequila jumps out of the hospital with wire cables as it explodes. Wong drags Alan outside at gunpoint as a hostage and has Tequila humiliate himself. With this distraction, Alan manages to grab Wong's pistol and shoot himself, giving Tequila the opportunity to shoot Wong dead, however Alan collapses from the aftermath.  Alan is revealed to have survived the ordeal. To protect Alan from the triads, Pang and Tequila destroy Alan's personnel file and declare him dead, allowing him to leave Hong Kong to start a new life.  "
2157,Hard Rock Cab,/wiki/Quarantine_(video_game),Hard Rock Cab,Asmik Ace,Asmik Ace,"February 16, 1996",Unreleased,Unreleased," KEMO city was known for the manufacture of hovercars, meeting the country's demands for transportation until 2022. Over time, however, the crime rate had risen so far that the economy collapsed and the city descended into disorder. Criminals roamed the streets in armored hovercars, terrorizing the citizens without fear of retribution. In 2029, OmniCorp promised city officials that it could clean up KEMO and return it to normal. The offer was accepted, and the corporation began the construction of a massive wall around the city under the guise of a ""defensive measure"". The wall was completed three years later, and the only exit sealed shut, turning KEMO into a massive prison city for all inside, criminal or otherwise. The outraged population reacted violently, and the city degenerated.  Ten years later OmniCorp decided to test the behavior altering chemical Hydergine 344 on the population of KEMO. This chemical was supposed to pacify the citizens and distributed through the city's water supply. Unfortunately, OmniCorp failed to predict the chemical's reaction to stagnant water, resulting in massive brain damage and insanity in the many citizens. More than half the population became crazed killers overnight.  Drake Edgewater, a 21st-century cab driver and one of the lucky few unaffected by the spreading virus, is desperate to escape the city alive. Driving his '52 Checker hovercab armed with an assortment of vehicle-mounted weaponry, he delivers passengers and packages for what money he can make to upgrade his vehicle and escape.   The primary gameplay loop of Quarantine consists of using a weapon-equipped taxi to pick up passengers, deliver packages, and defeat enemies. In between missions, the player replenishes the taxi's ammunition and armor by visiting service stations, marked on the player's map. Missions send the player through Kemo City's various districts. Progression from one zone to the next is blocked by password-protected gates until the player has completed enough story missions to advance.  Quarantine required a rather powerful system when it was released. One of the original ads in magazines for the game used the slogan ""If you've got the ram, we've got the pedestrians.""  Quarantine, long before Grand Theft Auto III and other similar games, employed the drive-by shooting tactic of using the Uzi to shoot out from the side windows.  "
2158,Harmful Park,/wiki/Harmful_Park,Harmful Park,Sky Think Systems,Sky Think Systems,"February 14, 1997",Unreleased,Unreleased," Harmful Park is a horizontal scrolling 2D shooting game. Enemies in the game include gorillas, inflatable dinosaurs, and a gigantic woman. The game also features exotic weapons, including jelly beans and ice cream. The game has six stages in total. There are four kinds of shots that the player's ship can fire, each with their own strengths and weaknesses. ""Pie spread"" for example fires continuously, while ""Jelly Boomerang"" tracks enemies, but has low attack power. Three additional minigames are available as well.   The game is set in a theme park, after a scientist named Dr. Tequila makes the rides and machines of the park go berserk. Another scientist orders her daughters to reclaim the park, using flying machines. The park has now been converted into a fortified base.  "
2159,Harry Potter and the Chamber of Secrets,/wiki/Harry_Potter_and_the_Chamber_of_Secrets_(video_game),Harry Potter and the Chamber of Secrets,Argonaut Games,EA Games,"November 23, 2002","November 15, 2002","November 15, 2002"," The game's core gameplay is straightforward. Taking control of Harry, the player explores Hogwarts castle and grounds. Throughout the course of the game, the player will encounter events that tie into the storyline of the second book. Filling the gaps between these events are various classes, where the player will learn how to fly a broomstick and learn new spells for combating bosses, among other things. Each new spell is accompanied by a challenge, which the player must get through in a certain amount of time to complete that class period. During the later parts of the game, the player will face challenges which are not time-limited and are not related to learning spells. These challenges are all based on events from the book, for example, travelling into the Forbidden Forest and gathering ingredients for a potion Hermione is making.  "
2160,Harry Potter and the Sorcerer's Stone,/wiki/Harry_Potter_and_the_Philosopher%27s_Stone_(video_game),Harry Potter and the Sorcerer's Stone,Argonaut Games,Electronic Arts,"December 1, 2001","November 16, 2001","November 16, 2001"," The player controls the character Harry Potter from a third-person perspective.   Rubeus Hagrid, a mysterious giant, leaves an orphaned Harry Potter, whose parents were murdered by the evil Lord Voldemort, on the front door step of his bullying relatives, the Dursleys. For ten years, Harry has lived with the Dursleys, not knowing that he is a wizard, and famous in the wizarding world for being the only one to survive the attacks of Voldemort, whose name no one dares to say. Harry receives a letter inviting him to attend Hogwarts School of Witchcraft and Wizardry and is told who he really is. After buying his school supplies at Diagon Alley, he boards the Hogwarts Express on platform 9¾ with the other students. Once they arrive at Hogwarts, the students are sorted into houses: Gryffindor, Hufflepuff, Ravenclaw and Slytherin. Harry is sorted into Gryffindor, after pleading with the Sorting Hat, a talking witch's hat, not to place him in Slytherin, notorious for being the house of darker witches and wizards, as well as Lord Voldemort. Once sorted, Harry meets Ron Weasley, a poor boy from a large, pure-blood, wizarding family and Hermione Granger, a witch born to Muggle parents.  At school, Harry begins his training as a wizard and learns more about his past. After retrieving a remembrall while riding on a broomstick, for his classmate Neville Longbottom, Harry is appointed seeker of the Gryffindor Quidditch team.  Harry, Ron and Hermione believe that one of their teachers, Professor Snape, is planning to steal the Philosopher's Stone, a magical object which grants the user immortality, and set out to stop him. The three face a series of obstacles that protect the stone, including a three-head dog, surviving a deadly plant, catching a flying key, playing a life-sized game of Chess and choosing the correct potion to get through a magical fire. Harry, now alone, expects to face Snape but instead finds Professor Quirrell, the Defence Against the Dark Arts teacher. Quirrell removes his turban and reveals that Voldemort was living on the back of his head. Harry retrieves the stone and Voldemort tries to get it from him but touching him burns Quirrell's skin. Harry passes out from the struggle of the battle.  He awakens in the school's hospital wing with Professor Dumbledore, the headmaster, by his side. Dumbledore explains that the stone has been destroyed but that its loss will not stop Voldemort from returning. He reassures Harry that if their battles do no more than slow Voldemort's return then he may never come back.  During the end-of-year feast, Gryffindor wins the House Cup. Harry sees it as the best evening of his life and one that he will never forget.  "
2161,Harukanaru Toki no Naka De,/wiki/Harukanaru_Toki_no_Naka_De,Harukanaru Toki no Naka De,Koei,Koei,"April 6, 2000",Unreleased,Unreleased," On the first day of a new school term, high school student Akane Motomiya, her classmate Tenma Morimura, and their underclass friend Shimon Nagareyama are sucked into a mysterious old well. When they awake, they are in Kyō (京), another world that resembles Kyoto during the Heian Period. According to the young scion of the Star Clan (星の一族), Fujihime, Akane is the Ryūjin no Miko (龍神の神子, Priestess of the Dragon God) who has come to save Kyō from the ambitions of the Oni Clan (鬼の一族). In this task, Akane has the help of eight beautiful and single men known as the Hachiyō (八葉), and her friends Tenma and Shimon number among them. Initially, Akane is bewildered by her new circumstances, but she gradually comes to face up to her own destiny and understand the world of Kyō.   Harukanaru Toki no Naka de places the player in the role of a girl who is surrounded by attractive young men, and gives her the option of trying to win the heart of one and live happily ever after. The heroine must also fight evil with the help of the attractive young men. The result is a hybrid game with a visual novel–like interaction mode, a simple role-playing video game battle mode, and a board game–like map.  Haruka is made up of ten chapters, eight of which involve the core gameplay. These chapters take place over a two-week period and involve traveling around the Kyō map, searching for various key items. Kyō is made up of roughly 20 areas and it is possible to visit three in one day. However, most areas are possessed by onryō (怨霊) vengeful ghosts that must be dispelled before you can enter, and fighting them consumes one of the three visit chances.  Haruka's battle system is limited in comparison to most CRPGs of its day. The maximum party size is 3 characters, but only Akane is under the direct control of the player. Though Akane can attack and defend, her other abilities – the use of healing items and spells, and the ability to encourage her comrades, are more useful. There is no magic point system as such. Casting spells is based on the morale of the Hachiyō members and the number of elemental fuda (札) cards Akane has. Furthermore, there is no experience system and the character's hit points are refilled automatically between fights. The main reward for fighting, besides gaining entrance to a given area, is the chance to gain the trust of Hachiyō. The greater a Hachiyō member's rapport with Akane, the more effective he will be in battle.  "
